annual_rainfall,seasonal_rainfall,cloud_visibility,humidity,temperature,river_level,flood_occurred
2541.28,1579.74,1.97,92.42,28.66,7.35,1
2086.8,1081.93,4.3,96.66,28.12,9.99,1
2225.35,1529.05,0.2,88.43,27.78,9.78,1
2838.6,2265.86,1.9,95.89,26.6,7.96,1
2502.75,1730.71,1.99,90.6,24.34,4.0,1
858.71,327.63,10.21,69.69,28.72,3.71,0
1261.67,331.07,6.42,34.41,30.14,3.18,0
1036.66,257.64,9.82,67.58,28.57,4.47,0
1093.59,407.1,2.92,58.61,32.22,4.74,0
2802.49,2057.75,3.82,98.73,34.71,11.15,1
1071.36,274.42,6.12,56.6,27.75,5.93,0
1726.86,452.39,7.22,82.29,28.16,1.32,0
2088.05,1386.88,3.81,77.96,26.41,8.3,1
2073.95,1342.33,5.78,90.69,27.9,10.05,1
936.52,350.4,4.8,53.63,29.95,0.99,0
1056.69,386.21,7.31,69.45,35.79,1.72,0
3293.87,2149.83,6.23,79.97,29.57,8.65,1
2298.04,1268.03,2.49,85.38,25.95,9.93,1
1361.39,480.35,7.32,55.11,28.13,3.23,0
2234.99,1624.31,3.21,90.4,26.26,10.72,1
764.11,235.81,9.12,55.19,26.15,1.53,0
1107.17,455.37,9.69,36.96,28.95,3.25,0
2552.16,1893.92,0.72,80.27,27.4,10.21,1
1938.8,1478.49,1.53,75.36,24.24,9.42,1
440.36,111.57,5.16,48.77,26.82,3.33,0
1159.06,265.59,8.23,,24.6,4.17,0
1832.26,958.4,3.61,79.88,35.94,11.05,1
941.07,405.29,12.26,46.49,20.94,3.08,0
854.53,377.54,11.14,43.43,35.57,2.59,0
2129.85,1312.9,1.61,76.64,23.33,5.29,1
1293.65,436.36,7.77,44.99,29.2,3.34,0
2438.49,1321.71,1.37,78.29,29.55,8.38,1
1517.6,690.43,7.08,56.37,26.21,2.74,0
892.84,239.92,7.0,60.79,28.66,1.9,0
1602.93,531.18,9.1,57.37,31.31,2.53,0
860.93,323.12,5.75,66.9,29.73,2.13,0
1280.64,395.38,10.39,76.49,39.29,1.17,0
1007.67,294.1,6.99,49.53,30.97,3.73,0
643.29,187.39,4.79,52.34,32.81,2.66,0
2438.5,1271.67,4.2,75.9,27.81,9.43,1
830.82,330.2,9.31,69.77,24.93,0.62,0
1178.38,497.9,4.91,60.62,22.36,4.05,0
,1502.28,2.7,80.02,30.16,8.15,1
2439.38,1387.48,5.27,95.88,22.09,9.4,1
672.81,273.48,8.86,49.04,33.95,4.86,0
2071.66,1355.18,5.16,80.22,32.53,9.74,1
979.63,241.57,7.87,54.97,32.66,3.74,0
2118.06,1251.01,1.13,90.22,30.26,5.34,1
487.48,147.87,7.41,64.27,32.84,2.67,0
2062.92,1088.35,1.23,80.39,20.97,7.7,1
794.1,213.5,10.98,54.38,32.28,3.24,0
1194.27,422.36,6.45,61.98,29.86,2.85,0
1624.21,617.6,,47.63,36.94,0.61,0
1884.34,1423.01,3.04,,34.65,8.77,1
1544.5,771.63,7.33,57.44,23.66,0.81,0
1564.25,707.48,4.43,51.61,23.21,3.91,0
722.73,326.06,9.54,51.16,34.35,4.87,0
2706.43,1881.57,3.12,97.3,27.66,5.91,1
1886.58,1336.71,1.37,76.86,30.02,10.38,1
1025.39,236.61,,70.14,37.97,1.28,0
827.59,263.36,5.73,59.2,22.85,5.36,0
1084.93,504.53,5.55,53.67,22.37,2.73,0
1583.49,812.44,3.88,92.15,32.26,6.84,1
2162.8,1769.68,4.56,86.68,31.4,8.57,1
1647.8,745.27,4.27,60.44,28.59,3.58,0
2230.86,1413.15,2.94,97.28,34.56,11.56,1
2243.61,1619.23,3.94,93.21,22.35,5.54,1
660.95,299.55,7.49,78.66,28.09,2.37,0
624.21,143.88,7.16,47.6,30.46,3.52,0
1955.82,1266.14,4.96,86.08,25.73,9.23,1
952.43,444.86,9.84,61.79,30.41,2.59,0
991.71,375.73,8.85,35.32,29.16,2.94,0
1584.68,989.41,4.69,100.0,29.0,4.8,1
2047.19,1579.56,5.06,85.69,28.2,7.63,1
895.99,255.19,9.26,45.94,28.45,4.43,0
2785.37,1451.36,0.83,84.14,27.61,7.6,1
547.74,153.32,5.76,45.12,32.32,3.98,0
3079.85,2387.0,4.32,100.0,26.3,10.15,1
2153.76,1490.16,0.96,85.14,32.89,15.0,1
1357.3,395.32,9.13,66.38,31.86,2.92,0
1992.05,1405.87,2.04,71.74,29.43,10.42,1
2478.74,1887.04,2.71,91.14,27.19,6.53,1
1081.8,436.55,7.71,64.51,25.92,0.5,0
912.3,390.41,8.02,85.0,32.84,3.27,0
1460.02,600.91,6.05,48.27,32.09,0.97,0
868.1,430.97,7.52,33.55,29.04,4.87,0
2389.49,1316.37,0.65,81.14,37.14,8.86,1
1781.21,670.1,10.91,60.4,22.75,2.77,0
2791.77,1879.49,4.09,86.1,26.4,11.79,1
1083.32,433.02,6.4,46.13,23.12,2.77,0
1377.86,394.46,5.69,57.38,32.03,4.02,0
928.65,236.5,6.72,57.62,32.6,2.46,0
731.14,295.11,8.31,59.34,37.2,1.32,0
1601.77,602.73,2.5,62.71,27.58,4.24,0
741.24,203.06,5.12,52.08,29.19,2.81,0
,1841.37,1.87,85.02,23.27,6.23,1
2752.6,2125.91,3.6,78.69,24.61,6.7,1
1626.64,624.6,5.78,56.49,17.25,3.3,0
1310.35,447.4,4.57,44.68,25.1,4.89,0
2412.71,1240.02,,77.21,26.89,6.56,1
964.37,415.62,7.92,51.77,32.49,6.39,0
1470.73,421.71,10.75,74.9,26.84,1.32,0
880.71,405.1,14.15,82.56,33.03,4.05,0
1690.48,1217.41,1.42,84.32,26.59,10.97,1
2580.4,1529.05,2.94,86.52,23.13,8.08,1
1076.65,353.31,10.51,46.29,24.25,3.25,0
1265.45,301.53,8.25,54.44,29.99,0.5,0
696.24,181.22,7.95,69.11,30.82,1.31,0
971.21,224.53,8.09,50.01,29.43,2.03,0
1976.46,1137.78,2.13,86.88,30.71,7.69,1
822.73,214.55,8.79,72.29,29.73,4.68,0
1164.94,580.05,3.64,55.43,34.34,0.86,0
1144.6,445.13,5.18,73.65,23.07,4.73,0
1184.05,562.78,4.32,58.08,22.15,4.56,0
2065.89,1155.99,0.2,84.79,27.17,11.03,1
2015.08,1283.19,2.73,85.36,28.76,6.32,1
1303.74,514.09,10.38,57.94,30.62,2.62,0
2731.56,1607.1,3.35,90.38,26.84,8.13,1
2750.87,1854.55,3.2,70.47,24.75,6.48,1
1180.14,408.01,6.79,81.01,25.16,1.77,0
1222.12,407.52,5.73,45.41,29.12,4.46,0
2033.93,1143.95,1.77,71.86,22.76,6.45,1
,356.15,7.18,39.54,28.76,2.34,0
1437.31,549.05,5.69,58.71,34.53,3.58,0
1550.4,419.51,8.08,61.69,33.23,2.92,0
2192.42,1402.07,0.2,76.67,23.73,10.75,1
2644.83,1988.85,2.66,79.7,28.47,10.34,1
961.81,404.09,6.68,56.1,26.79,3.6,0
2836.47,2308.93,0.31,90.03,29.19,8.85,1
2565.39,2007.97,3.7,91.2,27.46,8.31,1
1085.69,353.42,11.18,67.75,29.77,4.4,0
917.65,331.88,5.18,54.68,29.82,2.56,0
2264.98,1710.29,0.38,,31.31,8.02,1
2889.39,2090.32,0.82,97.02,26.37,8.22,1
1444.63,444.71,5.96,45.29,26.42,3.75,0
904.45,350.79,8.09,44.25,21.45,3.03,0
462.83,119.09,7.04,56.71,32.09,4.11,0
2586.25,2049.63,1.9,74.14,21.81,7.12,1
1159.19,338.86,7.86,53.46,34.17,1.32,0
1707.08,683.93,9.99,,26.78,3.49,0
2417.1,1948.44,2.36,85.05,26.1,12.16,1
2695.56,1888.81,1.92,93.51,23.75,7.47,1
2322.11,1898.59,1.91,97.22,27.36,9.04,1
1709.71,1397.4,0.53,83.26,30.69,8.18,1
2986.25,1678.61,5.04,84.6,32.54,8.79,1
3029.76,2096.12,2.72,85.79,21.38,10.82,1
1935.1,1275.93,3.21,99.24,22.69,8.65,1
454.13,106.62,8.84,77.74,31.91,3.7,0
2664.67,1424.75,2.54,68.46,21.78,9.89,1
964.03,406.08,5.34,69.9,24.38,3.4,0
1149.43,259.2,6.33,58.29,33.59,3.89,0
1064.58,328.67,9.0,77.21,35.31,1.93,0
689.06,267.47,11.32,52.13,26.02,5.6,0
2414.74,1555.77,1.23,74.61,33.43,10.24,1
2033.91,1087.29,2.1,88.49,23.99,9.28,1
1352.19,557.68,9.25,64.56,30.83,2.33,0
1123.24,345.51,6.52,61.8,25.34,1.83,0
1198.08,435.24,11.07,45.15,33.96,3.47,0
2066.71,1132.51,,87.14,35.03,6.36,1
,1333.05,4.96,75.88,24.73,8.05,1
1515.28,739.45,9.45,68.52,30.0,4.97,0
1241.6,569.19,8.71,62.84,33.78,2.49,0
1018.18,451.83,,,27.96,2.57,0
2628.66,2065.28,2.9,88.12,20.62,9.46,1
754.7,259.45,3.17,70.56,27.65,0.91,0
,412.25,11.06,51.56,34.27,4.66,0
1350.06,329.13,8.0,63.29,32.44,4.04,0
851.3,317.94,6.78,53.78,30.51,4.28,0
358.51,159.16,12.18,65.34,26.55,4.88,0
1094.17,290.77,14.78,66.75,37.79,3.24,0
1096.37,392.54,11.74,54.59,23.89,5.91,0
2214.23,1191.54,1.93,88.28,24.56,8.97,1
969.65,443.05,7.6,61.54,29.62,4.13,0
2639.06,1959.24,1.54,78.78,25.12,9.0,1
1609.99,603.35,12.13,68.28,30.95,4.18,0
2856.83,1799.28,2.57,93.76,25.6,10.16,1
899.57,341.71,6.2,50.31,28.17,4.17,0
,1734.81,2.01,89.15,34.51,10.46,1
1114.09,394.36,7.8,60.44,24.81,5.78,0
2508.88,1861.44,1.13,72.15,21.45,10.19,1
1143.47,525.15,10.37,48.93,29.44,4.45,0
1449.42,415.58,10.41,81.42,31.96,4.59,0
1397.61,437.56,5.69,74.57,26.82,4.37,0
893.55,243.22,7.13,71.38,30.02,3.21,0
725.67,358.6,8.92,49.1,39.03,5.2,0
1793.01,1385.8,0.2,77.48,28.23,12.04,1
1963.79,1326.92,1.96,86.08,30.92,5.82,1
1236.77,408.44,10.18,63.2,24.57,5.43,0
586.06,201.63,8.07,70.63,30.34,2.3,0
2097.47,1223.26,1.23,80.52,25.87,8.05,1
331.3,83.04,6.6,40.61,37.2,3.39,0
1117.1,317.18,11.0,,35.7,2.62,0
1536.06,521.21,12.17,40.29,35.55,4.97,0
955.04,311.02,10.2,51.07,23.36,2.0,0
1480.07,694.41,7.2,47.73,28.43,5.58,0
2219.82,1644.78,1.91,89.0,31.89,13.42,1
1460.36,354.04,10.95,44.94,26.94,1.04,0
1214.9,341.36,5.44,66.83,34.24,3.64,0
1167.41,578.38,14.32,47.23,22.13,4.63,0
2136.08,1122.34,4.7,83.81,23.7,12.2,1
1456.11,679.49,14.25,74.84,29.32,2.84,0
906.94,350.91,9.92,32.02,29.61,4.75,0
,1597.9,3.3,70.14,24.89,9.35,1
2606.87,2059.59,3.37,87.04,30.41,12.94,1
2707.8,1995.36,1.06,84.38,26.73,6.02,1
1749.45,1419.52,2.71,81.25,22.65,9.81,1
2795.57,1937.12,3.04,90.29,29.67,9.39,1
990.05,256.18,8.23,49.99,35.59,2.31,0
2157.54,1603.07,3.13,79.12,23.62,8.55,1
2056.92,1429.61,5.29,83.89,30.05,9.55,1
1024.23,261.45,,66.41,42.54,2.24,0
1169.61,388.98,12.75,46.64,29.51,3.18,0
656.33,257.71,8.83,59.34,25.19,1.84,0
1670.52,1041.9,2.29,92.98,22.0,9.72,1
1385.13,596.95,11.48,66.05,25.37,3.24,0
540.04,213.03,6.11,56.94,22.15,4.44,0
2043.7,1185.9,2.31,94.3,25.21,9.05,1
665.11,303.16,4.75,46.26,29.49,2.87,0
1409.3,450.0,6.57,50.85,28.49,4.46,0
2577.88,1861.87,3.16,81.75,35.57,10.46,1
1658.92,868.75,1.31,88.42,28.08,9.22,1
1135.2,265.77,11.33,68.38,21.58,2.03,0
1278.51,418.74,10.32,44.5,32.88,4.5,0
1226.48,609.5,5.81,68.46,30.1,3.21,0
1202.18,315.45,10.54,36.8,26.28,3.39,0
2182.74,1759.88,1.73,92.16,27.25,12.68,1
1260.45,399.28,2.89,60.5,23.75,1.75,0
1145.09,259.15,8.8,78.87,30.47,3.11,0
847.03,358.37,11.27,43.05,34.71,5.1,0
1908.98,1044.68,3.61,78.88,26.57,5.61,1
1951.1,1187.25,2.91,91.4,27.25,6.13,1
1110.58,364.76,3.81,40.24,34.11,3.79,0
1136.69,526.86,11.69,45.18,32.67,2.1,0
2435.86,1780.56,0.63,75.11,23.78,11.12,1
2760.97,1567.15,0.56,90.41,30.21,5.2,1
1223.88,386.7,8.15,39.24,21.69,3.27,0
1122.63,539.52,8.06,64.15,35.27,4.93,0
1535.74,589.95,10.55,73.42,30.41,2.3,0
1122.0,322.45,6.42,71.95,20.61,3.16,0
749.4,333.87,9.13,57.58,31.68,1.79,0
2473.72,2028.02,0.89,79.99,26.87,8.16,1
1484.3,624.11,10.41,60.49,27.05,4.03,0
2600.53,2100.41,1.76,86.54,26.28,13.84,1
939.4,393.13,5.19,67.21,37.54,3.03,0
941.41,327.55,9.1,50.68,37.15,0.86,0
1022.33,440.12,8.81,43.75,40.83,2.58,0
1151.12,293.9,4.5,58.09,26.15,3.3,0
,341.2,4.65,56.67,33.16,4.2,0
2604.87,1982.77,2.39,94.52,27.85,9.82,1
2065.18,1465.7,3.83,82.03,29.53,9.88,1
2604.42,1407.45,4.04,95.32,26.02,9.27,1
2374.91,1262.13,3.34,99.79,35.33,7.18,1
1998.74,1233.04,1.4,88.16,23.49,10.18,1
956.7,222.69,10.15,71.66,27.55,3.56,0
1171.64,484.14,10.43,63.41,37.05,3.75,0
2164.28,1310.04,0.67,81.07,31.14,8.02,1
2212.53,1798.29,1.39,93.27,22.63,6.43,1
795.25,319.31,3.4,27.54,34.1,4.71,0
2228.02,1783.64,3.0,88.23,23.58,12.54,1
1158.51,499.76,10.85,63.37,16.6,2.97,0
1088.83,312.96,5.49,48.48,27.49,5.33,0
2478.76,1865.61,4.36,94.75,24.71,8.08,1
728.91,193.63,8.34,58.04,35.04,2.17,0
830.46,205.84,9.76,61.49,21.89,5.19,0
2395.98,1340.16,1.57,82.36,27.56,9.51,1
861.19,361.95,7.86,55.81,28.17,3.11,0
1088.89,373.44,8.99,67.79,35.45,3.13,0
930.57,389.65,9.41,62.47,37.08,2.1,0
807.64,387.48,10.95,63.97,32.3,3.98,0
1355.83,331.91,10.68,38.52,18.48,2.73,0
668.52,224.03,6.61,52.89,20.49,4.34,0
832.64,239.88,6.19,,31.17,2.86,0
1246.32,945.62,3.49,81.11,32.24,8.76,1
1242.15,286.97,6.35,60.63,15.46,3.4,0
1528.43,933.93,1.79,85.7,29.49,8.99,1
2186.74,1254.69,3.49,90.04,32.88,10.89,1
1876.87,538.38,9.83,51.94,39.63,2.46,0
1205.43,311.01,5.02,,22.46,3.55,0
2568.28,1483.28,1.98,85.02,27.07,6.1,1
1982.38,1299.27,1.69,76.17,23.51,6.71,1
1367.07,433.69,6.59,36.89,25.43,3.26,0
2485.65,1891.1,1.19,81.05,24.82,6.78,1
1443.13,346.24,4.14,62.52,32.3,1.54,0
1231.85,272.36,10.49,37.5,33.48,6.58,0
2911.45,1824.97,2.77,75.75,27.22,5.97,1
1263.01,448.06,,63.58,33.81,4.85,0
954.39,319.88,12.11,36.95,27.82,3.52,0
2063.5,1512.87,0.2,80.51,33.21,11.58,1
611.74,149.34,7.43,54.07,28.2,2.3,0
2151.18,1106.51,3.28,91.23,25.52,7.89,1
1025.74,411.09,7.89,55.7,24.46,1.89,0
1613.51,370.53,9.27,56.13,29.08,5.21,0
1377.28,482.6,11.22,54.62,38.41,4.61,0
2345.76,1308.35,1.85,85.22,31.35,11.91,1
990.92,457.08,11.05,56.16,25.96,3.25,0
2043.67,1184.85,3.57,86.68,27.39,6.32,1
1094.45,534.24,6.92,53.98,28.93,4.34,0
2213.61,1283.48,1.09,83.78,23.62,5.44,1
2283.34,1387.18,3.73,85.83,27.78,8.99,1
1384.87,556.21,11.66,40.52,45.0,1.61,0
2320.51,1730.78,1.33,74.09,25.89,7.59,1
1292.14,456.89,4.44,54.79,24.2,2.45,0
1041.9,509.88,5.75,57.73,23.41,1.61,0
1966.66,1394.34,2.59,85.9,27.44,9.88,1
2502.62,1327.05,4.43,76.82,32.17,9.23,1
2063.5,1639.14,3.87,94.61,34.05,7.03,1
1366.19,337.81,5.13,50.26,23.41,3.34,0
936.0,229.62,14.5,20.0,26.17,1.86,0
1159.37,521.13,8.18,60.04,33.86,1.73,0
1425.74,669.34,6.86,82.54,27.28,2.03,0
1142.52,327.05,7.9,54.87,28.21,1.68,0
1184.77,480.04,11.08,42.62,38.04,5.12,0
1535.34,713.34,9.45,60.69,28.3,3.76,0
859.99,210.42,7.32,68.97,38.9,3.09,0
1227.25,369.29,7.68,44.93,28.19,1.74,0
2532.18,1352.54,0.53,87.31,25.9,6.19,1
2387.41,1924.54,4.53,,33.34,6.64,1
1255.3,281.04,9.34,77.92,30.56,3.99,0
2029.72,1642.36,0.3,82.17,29.61,12.0,1
1979.04,1618.36,1.66,74.91,26.65,9.2,1
781.28,247.97,,46.98,33.25,2.77,0
1210.19,451.06,4.35,26.04,32.26,2.33,0
1389.46,661.59,9.75,79.08,29.99,2.62,0
1398.97,531.12,10.08,45.09,28.33,4.65,0
1081.22,373.11,9.74,71.24,31.62,1.2,0
813.46,185.88,9.96,49.18,30.06,4.34,0
1228.49,483.62,11.61,68.64,28.29,3.34,0
1253.24,593.86,6.17,55.73,34.62,1.71,0
844.84,307.13,7.97,50.19,22.66,2.86,0
1204.94,441.63,12.36,41.48,32.19,1.86,0
711.17,313.87,6.64,52.68,28.76,5.37,0
1232.58,389.34,2.94,85.0,29.93,4.16,0
994.55,326.49,2.5,45.17,34.53,5.72,0
1627.59,599.63,9.11,53.49,27.38,3.39,0
869.01,317.54,10.41,66.26,38.34,3.19,0
,628.61,6.09,49.0,25.17,3.15,0
963.16,334.32,6.74,42.09,35.84,1.4,0
863.66,212.5,6.06,62.49,27.85,1.59,0
2403.89,1296.31,1.26,97.33,23.28,8.88,1
2048.96,1209.81,0.5,84.68,29.92,8.17,1
699.79,281.02,4.49,84.11,22.52,1.82,0
1044.41,305.48,5.8,31.23,21.97,1.78,0
1346.76,647.95,3.27,66.79,29.81,3.54,0
1045.88,271.99,8.03,62.61,24.58,2.39,0
833.15,247.5,7.6,74.46,34.86,2.9,0
984.49,434.39,3.3,46.83,24.78,3.99,0
1024.75,288.22,5.08,55.24,33.62,3.96,0
783.9,288.39,7.45,76.27,31.32,2.78,0
2592.59,1360.18,2.39,90.46,32.8,10.51,1
2686.49,2193.02,2.05,95.48,23.47,8.55,1
2226.67,1456.11,2.3,89.34,24.4,13.06,1
2806.75,1992.04,4.33,89.94,19.22,5.2,1
1284.61,294.98,3.28,40.04,27.62,3.51,0
2310.11,1510.3,6.34,,22.4,5.38,1
1097.26,538.27,6.34,63.05,30.66,3.51,0
1282.06,300.97,10.65,64.15,34.8,3.97,0
949.47,377.81,4.48,62.32,21.63,4.67,0
1959.15,1355.74,2.08,87.89,26.06,10.61,1
1451.51,1005.3,3.29,89.39,23.89,8.12,1
617.7,228.87,9.52,39.88,14.59,3.06,0
1286.81,399.67,,62.09,26.94,3.85,0
475.42,127.81,8.46,37.23,31.47,4.61,0
1285.1,305.36,9.67,38.26,18.9,3.02,0
1351.55,463.06,11.84,34.06,33.26,2.44,0
2353.25,1918.94,3.47,92.79,29.01,8.73,1
973.7,378.99,8.2,56.39,26.94,4.27,0
1492.14,492.51,10.1,54.03,30.62,2.78,0
2398.2,1602.8,3.21,89.15,33.77,5.57,1
854.47,390.27,2.82,49.48,41.31,2.89,0
1018.5,494.38,3.69,,21.08,2.47,0
2531.41,1471.45,2.41,89.62,34.27,7.11,1
2150.05,1376.69,1.08,,25.28,8.0,1
1136.01,410.03,7.99,77.69,41.01,4.04,0
955.08,429.74,11.44,49.41,33.27,3.86,0
1254.78,335.94,10.13,47.0,26.87,3.15,0
,1131.32,4.19,100.0,30.52,4.36,1
1011.38,333.21,8.14,81.33,28.73,4.49,0
2692.97,2204.93,4.05,98.23,22.18,9.55,1
2190.86,1153.92,2.33,76.42,21.13,9.2,1
1768.05,1209.06,2.56,75.5,20.65,6.07,1
1558.54,473.77,8.14,43.57,32.0,2.67,0
2788.76,1812.63,3.17,80.42,26.72,10.34,1
2420.04,1778.12,2.18,87.23,27.68,9.93,1
2472.06,1460.25,2.83,83.78,19.74,7.33,1
,1353.27,3.0,91.96,30.86,11.19,1
755.52,192.3,9.11,75.53,32.82,1.29,0
1419.64,616.27,12.88,62.34,23.03,1.94,0
1394.53,519.87,7.08,70.4,25.25,0.5,0
1042.8,385.5,3.43,30.35,31.76,2.06,0
1799.9,1365.13,3.33,100.0,22.78,5.24,1
2854.3,1981.05,2.22,78.83,27.9,8.04,1
2119.95,1334.94,5.73,87.77,19.38,10.07,1
1158.97,357.82,4.97,51.07,25.64,3.86,0
1030.84,312.27,10.42,54.5,34.61,4.51,0
2404.01,1463.36,0.2,85.3,26.43,12.45,1
795.83,228.62,7.2,58.46,40.74,3.57,0
2052.91,1159.12,3.36,75.57,23.8,9.04,1
944.52,454.89,12.42,85.0,34.13,2.07,0
3021.29,2218.02,3.2,96.11,28.18,10.74,1
1081.47,504.92,4.38,40.77,33.82,2.35,0
2429.09,1761.67,0.21,90.31,23.56,7.85,1
1064.97,308.19,6.82,66.59,22.06,2.16,0
2574.84,1690.89,2.72,84.58,30.53,11.56,1
2119.8,1452.21,2.29,88.12,25.02,9.46,1
633.01,269.47,10.17,77.39,32.48,2.72,0
1692.64,1054.46,2.32,80.29,22.27,10.57,1
2890.91,1971.8,2.19,75.75,27.53,7.69,1
1631.24,751.27,6.63,84.18,31.57,1.71,0
1969.74,1229.57,5.4,93.5,22.05,6.2,1
1716.86,450.66,7.78,68.69,32.24,4.75,0
904.37,335.5,11.75,48.42,23.34,3.52,0
1270.93,451.57,7.03,59.26,20.1,6.64,0
1634.62,843.08,4.84,95.37,30.89,8.18,1
2401.73,1880.71,4.5,91.97,26.76,6.42,1
1615.81,678.33,11.66,,28.16,3.62,0
1451.94,691.53,10.18,52.45,28.8,3.62,0
760.94,343.37,9.07,78.21,32.78,3.75,0
1301.86,428.35,6.71,38.66,22.85,3.95,0
2734.13,1601.76,1.19,78.58,27.12,10.38,1
2613.41,2137.29,1.19,90.12,21.88,12.82,1
1117.46,424.81,6.44,70.06,24.08,5.14,0
2474.74,2006.4,2.8,93.7,24.72,7.7,1
1502.14,472.3,10.92,84.08,30.47,4.3,0
902.93,447.15,12.17,62.23,30.38,2.74,0
1131.77,384.47,8.76,60.38,34.54,5.85,0
2290.16,1370.02,1.43,80.0,22.99,5.65,1
1080.74,264.89,5.44,40.24,31.31,2.23,0
1327.38,446.3,9.95,58.15,24.62,1.49,0
1138.43,325.29,7.71,64.62,18.22,0.51,0
1409.74,316.54,7.18,67.44,34.52,5.2,0
2567.61,1872.65,0.98,82.29,26.46,7.99,1
1179.61,501.36,8.51,72.38,27.94,1.62,0
1919.86,1130.02,0.9,,27.05,8.89,1
2268.01,1247.11,1.4,,23.99,10.19,1
1101.11,499.76,6.7,78.86,27.19,0.5,0
2998.65,1747.97,4.83,76.16,26.26,7.87,1
843.17,313.29,10.02,50.9,15.03,2.22,0
1520.27,968.98,0.2,,27.87,6.79,1
1052.44,269.95,12.46,63.04,32.04,2.54,0
2163.15,1670.91,2.21,76.13,22.08,6.81,1
2869.09,1982.15,3.27,85.57,28.4,7.47,1
1229.58,498.72,10.95,46.81,34.69,0.54,0
954.83,263.33,4.4,44.12,41.87,4.07,0
537.03,148.75,6.6,61.76,30.89,2.73,0
1121.02,443.13,3.16,65.32,20.74,3.29,0
514.37,200.44,10.35,43.37,34.93,3.16,0
1271.27,527.84,5.55,56.12,27.04,2.57,0
925.98,420.55,9.5,45.12,31.44,1.52,0
1290.18,570.6,9.15,62.49,29.4,3.78,0
859.05,308.86,6.42,60.95,32.03,2.48,0
1204.27,325.9,8.23,53.48,23.45,2.46,0
2392.35,1930.52,4.2,89.29,20.03,8.68,1
688.43,237.39,10.03,63.44,26.15,3.76,0
2349.19,1736.02,2.26,82.4,30.91,12.14,1
2597.83,1446.78,4.31,86.83,24.93,8.88,1
1150.6,394.25,7.29,61.04,34.28,3.19,0
1367.78,391.17,5.37,69.5,33.67,1.6,0
2726.8,2000.82,2.97,87.05,27.59,7.88,1
2440.84,1421.6,2.89,87.7,29.92,7.33,1
1004.28,407.16,8.68,38.59,29.59,2.74,0
507.36,147.1,6.26,61.81,29.53,2.53,0
2066.68,1579.9,0.47,91.58,25.55,13.13,1
1823.5,556.13,9.93,75.81,33.06,2.92,0
1292.25,514.02,10.81,76.38,34.84,3.29,0
2593.02,1924.18,1.01,100.0,23.58,13.13,1
1868.64,985.99,0.35,73.53,25.28,13.69,1
1790.65,1051.16,,85.59,24.03,4.0,1
1602.04,468.43,9.73,68.33,25.39,2.4,0
1173.11,531.21,2.79,66.63,33.75,5.35,0
1389.16,423.39,11.67,74.28,25.89,2.34,0
2084.1,1046.05,4.35,95.31,27.71,7.22,1
956.38,311.27,8.33,58.58,31.85,5.5,0
368.35,164.91,8.1,52.51,26.71,3.82,0
1137.67,550.04,9.23,67.45,27.78,2.86,0
2132.62,1361.79,3.21,89.42,28.87,10.66,1
1232.14,384.18,11.51,53.63,22.74,3.0,0
2062.01,1299.29,3.6,93.32,21.01,15.0,1
1960.91,1296.47,1.72,98.77,25.68,11.64,1
1632.59,520.3,9.41,45.45,32.59,4.86,0
2304.34,1154.59,2.34,73.74,30.04,9.49,1
1328.02,312.65,2.5,56.05,34.5,5.06,0
803.11,340.42,8.98,49.84,28.42,2.05,0
992.77,230.8,9.18,63.83,35.62,5.37,0
2036.72,1433.55,3.9,77.57,30.4,8.63,1
968.97,462.72,6.01,61.77,42.21,3.26,0
2593.35,1593.41,3.67,73.12,29.38,7.86,1
2696.49,1638.22,4.62,91.57,26.01,11.81,1
2373.82,1866.02,4.52,93.8,29.38,8.69,1
1315.26,405.65,7.35,,26.2,3.2,0
1103.11,383.42,6.37,61.69,35.19,2.25,0
2301.59,1832.54,2.81,82.91,26.52,11.75,1
2209.09,1810.84,2.18,84.49,27.75,5.81,1
2368.7,1556.47,3.59,86.82,25.7,7.33,1
2173.49,1602.23,3.45,90.01,27.76,10.47,1
1880.0,1261.83,2.52,80.42,32.66,6.2,1
1495.13,357.41,10.84,67.95,30.67,2.14,0
1151.95,361.29,7.93,56.78,30.59,1.96,0
2489.37,1798.62,4.7,86.92,20.38,7.28,1
1361.74,678.71,10.45,70.19,26.6,1.93,0
2353.7,1601.82,0.43,94.84,22.99,6.62,1
799.9,303.49,11.84,59.82,32.62,2.81,0
1177.96,477.41,7.43,50.2,35.93,3.22,0
1872.01,774.59,7.63,55.47,33.19,1.91,0
1727.72,707.29,6.76,75.94,16.0,2.41,0
559.06,259.13,10.71,44.6,27.08,5.4,0
1761.13,983.47,3.69,89.6,22.84,10.12,1
1015.6,328.93,5.31,65.12,18.85,2.41,0
763.18,318.56,7.0,71.68,34.16,3.84,0
2563.87,1661.99,0.2,91.35,29.2,6.28,1
2805.97,2135.1,2.24,90.08,23.66,9.06,1
953.83,332.88,,43.5,31.88,2.12,0
2579.25,1837.96,0.83,87.87,25.93,10.59,1
1363.21,425.93,5.41,64.24,28.35,2.04,0
2365.49,1253.34,2.81,76.53,22.32,9.78,1
1126.11,423.39,6.5,47.66,29.9,4.83,0
1189.63,425.27,4.71,52.2,23.59,0.6,0
1078.52,421.43,4.23,68.11,27.88,4.3,0
1261.63,537.95,8.93,60.4,29.39,2.8,0
